,3prime,tAI,max_5_UTR_length,TCGA-C8-A130,TCGA-C8-A130.1
CDK1,2313.0,0.398329505,154.0,1.719595,0.021086388
CDK19,4557.0,0.421511824,180.0,-0.337348,0.061084104
CDK2AP1,766.0,0.439144625,522.0,0.663599,0.240525871
CDK5RAP2,367.0,0.371069462,192.0,0.295488,0.15508612
CDK5RAP3,284.0,0.469750898,1791.0,1.066246,-0.279729689
CDKAL1,1365.0,0.417875209,167.0,0.457011,0.187320216
CDKN2AIPNL,3639.0,0.409801696,53.0,-0.404392,-0.067104955
CDKN2C,2247.0,0.381912025,1216.0,0.603579,-0.153008992
CEBPD,1714.0,0.430497143,44.0,-0.434487,0.001472208
CENPH,1478.0,0.418392258,87.0,0.863809,0.282997141
CENPV,301.0,0.385948267,62.0,1.154081,-0.032333732
CEP55,939.0,0.397841874,304.0,1.86175,0.504916797
CES3,2100.0,0.377378956,446.0,2.425424,-0.213102227
CETN2,868.0,0.433727498,47.0,0.013556,0.220484611
CFL1,677.0,0.502791,234.0,0.917324,0.193797303
CHAC2,786.0,0.395629742,277.0,1.035247,0.081520495
CHCHD4,3528.0,0.445497334,326.0,1.652341,0.84894495
CHMP4A,296.0,0.447100154,262.0,0.387249,0.295803896
CHMP5,1241.0,0.442987983,200.0,-0.730417,0.04511584
CHMP6,980.0,0.489861105,78.0,0.335858,-0.246384945
CHST11,4211.0,0.430763246,498.0,-0.263632,-0.225664348
CHTF8,2425.0,0.424551152,142.0,-0.643004,-0.113353627
CIAPIN1,1024.0,0.451663323,242.0,0.121036,-0.056532559
CISD2,5376.0,0.433298698,107.0,0.729639,-0.033836314
CKAP4,2872.0,0.386259817,84.0,-0.205341,-0.329429127
CKS2,300.0,0.317949998,98.0,0.858174,-0.057418905
CLCC1,5185.0,0.369704467,150.0,-0.048386,-0.220863807
CLCN7,1698.0,0.459147749,110.0,0.145072,-0.220426675
CLIC1,290.0,0.4571302,573.0,0.011722,-0.313705627
CLK2,350.0,0.410673686,925.0,0.4362,-0.225308788
CLK3,1233.0,0.4268607,461.0,0.658692,0.352294221
CLPTM1,458.0,0.383990827,351.0,0.711331,-0.053565948
CLTA,288.0,0.450950874,514.0,-0.310775,-0.059483601
CLTB,319.0,0.48548545,210.0,-0.232996,-0.050807646
CLTC,3104.0,0.384957863,443.0,0.348227,-0.236009399
CNBP,6850.0,0.433298698,206.0,0.144287,0.488645957
CNPY2,123.0,0.392778455,553.0,-0.403696,-0.207845464
CNPY3,1042.0,0.459231502,584.0,0.169159,0.112518334
COG3,1967.0,0.414689223,142.0,-0.341425,-0.150915674
COMMD1,306.0,0.423842833,138.0,0.390648,-0.012428221
COMMD3,431.0,0.360487018,35.0,0.513012,-0.005468944
COMMD5,498.0,0.445713337,399.0,-0.372811,-0.152066166
COMMD6,1375.0,0.396967837,328.0,-0.393209,0.293239668
COMMD9,2340.0,0.418062772,89.0,0.380802,-0.013922886
COPB1,446.0,0.381738818,307.0,-0.675365,-0.098541893
COPE,165.0,0.478760693,55.0,0.956966,-0.128804868
COQ6,671.0,0.374062527,159.0,0.457316,-0.21383597
COQ7,5700.0,0.42379098,133.0,0.283067,0.603753395
CORO1A,112.0,0.457388252,435.0,0.037879,-0.341067637
COX17,1735.0,0.484254073,86.0,1.004311,0.628746838
COX5A,860.0,0.429944966,140.0,0.868412,-0.11307895
COX7A2,302.0,0.441893926,98.0,2.228754,0.043948248
CPM,5262.0,0.406054343,75.0,-0.760657,-0.609914981
CPSF4,923.0,0.452412439,277.0,-0.067248,0.058442965
CPT1A,2761.0,0.374132033,170.0,0.38262,0.064209254
CPT2,602.0,0.431256564,515.0,-0.053369,-0.075936129
CRCP,8457.0,0.390198146,145.0,0.815414,0.658796081
CRKL,3904.0,0.422225684,509.0,-0.17788,0.020249424
CRTAP,5601.0,0.446308827,120.0,-0.60056,0.444736192
CRTC3,3205.0,0.355982524,186.0,0.160596,0.219529606
CRY2,2337.0,0.383442872,132.0,-0.164172,0.003565702
CRYL1,462.0,0.386242786,79.0,-0.988047,-0.285967975
CSRP1,1183.0,0.493833101,217.0,-0.300568,-0.258534814
CST3,2762.0,0.475763324,186.0,-0.814703,-0.555659385
CSTF2,1931.0,0.372934478,58.0,0.306993,0.359203591
CTBP1,800.0,0.464034004,393.0,0.655982,0.268908454
CTNNA1,1216.0,0.412513324,1103.0,-0.373221,0.137152435
CTNNB1,1106.0,0.432073699,448.0,-0.820536,0.016879899
CTNNBIP1,2448.0,0.394834327,307.0,0.487666,0.002131467
CTPS2,1870.0,0.416273085,744.0,1.009639,0.410186304
CTSG,119.0,0.369503415,37.0,0.499966,-0.06002374
CTSH,1072.0,0.446467856,1192.0,0.800756,0.377979766
CUEDC1,2047.0,0.374410739,719.0,-0.470117,-0.112163966
CUX1,1040.0,0.395555213,127.0,0.507225,0.068426945
CXCL10,814.0,0.410287201,105.0,0.157306,-0.635675063
CXCL9,2323.0,0.403736618,74.0,0.791617,-0.334141444
CYBB,2544.0,0.418993019,61.0,-1.219953,-0.612106478
CYP2S1,1051.0,0.420869286,58.0,1.709926,0.242826005
CYTH4,1837.0,0.406296106,377.0,-0.086275,-0.161171916
DAB2,1757.0,0.368483127,531.0,-0.135155,-0.085433198
DAGLB,721.0,0.377719723,170.0,-0.038293,-0.473344206
DAP3,768.0,0.366492687,184.0,-0.188035,0.107919903
DAPP1,2082.0,0.348655603,90.0,-2.540237,-0.448695336
DBI,233.0,0.467027529,479.0,1.440893,0.378084547
DCAF12,1967.0,0.42050769,342.0,-0.530359,0.034745899
DCAF8,1877.0,0.380310979,212.0,-0.070623,-0.035706737
DCP1A,4153.0,0.411936399,381.0,-0.750582,-0.092175046
DCPS,4731.0,0.375605648,329.0,-0.659463,-0.384781354
DCTN5,10597.0,0.443116252,177.0,0.401353,-0.065569644
DDAH2,653.0,0.361046801,1104.0,0.474844,-0.108077804
DDB2,1223.0,0.43604051,195.0,-0.695908,-0.386279248
DDX23,713.0,0.445931172,91.0,-0.026698,0.282173134
DDX31,1870.0,0.361830896,544.0,-0.378625,-0.101137267
DDX47,438.0,0.379294484,22.0,0.24578,0.445009357
DDX54,1704.0,0.467316231,28.0,0.176436,0.119539522
DDX56,586.0,0.438032149,643.0,0.809904,0.479487572
DDX59,217.0,0.413095257,243.0,-0.219304,-0.063133118
DHODH,3463.0,0.371608285,21.0,0.103769,-0.370759814
DHPS,121.0,0.474111752,121.0,1.11467,0.813727606
DHX15,459.0,0.379133957,168.0,0.186377,0.258769981
DHX34,591.0,0.384465978,349.0,1.084037,0.250339346
DHX58,357.0,0.440330409,223.0,0.78398,0.104358532
DIABLO,719.0,0.425893605,1182.0,0.373859,-0.222203303
DMAP1,63.0,0.471306,301.0,0.344689,-0.009800525
DMXL2,1274.0,0.389901613,225.0,-0.058979,0.01469031
DNAJA4,1736.0,0.398301408,169.0,0.143763,-0.217452644
DNAJC19,1326.0,0.403482491,259.0,0.875025,0.825912108
DNAJC25,1212.0,0.430964931,56.0,-0.60595,-0.319196354
DNAJC8,969.0,0.416719859,33.0,0.390426,0.312450435
DNM1,1255.0,0.393835111,116.0,-0.111139,0.154615398
DNTTIP2,3564.0,0.408096853,58.0,0.128491,0.186310778
DOCK11,3681.0,0.373818855,63.0,-0.717661,-0.162151676
DOCK2,524.0,0.446250827,52.0,-0.646519,-0.132264683
DOK2,438.0,0.384043737,481.0,-0.182627,-0.311657439
DPCD,197.0,0.459155016,389.0,0.226561,0.152809761
DPF2,2501.0,0.393394442,133.0,0.551185,0.294537558
DPH1,1310.0,0.448716064,341.0,0.561627,0.099319391
DPH5,784.0,0.413363166,165.0,0.080365,-0.106505218
DPY30,562.0,0.438431353,279.0,0.602305,0.428892396
DPYSL2,2472.0,0.430530829,431.0,-0.448888,-0.219363544
DRAP1,142.0,0.432809908,245.0,1.110101,0.343236269
DRG1,4594.0,0.444150091,131.0,0.360119,0.143931481
DSN1,5330.0,0.392894937,373.0,1.156248,0.167826008
DSTN,2786.0,0.375776803,438.0,0.787962,0.628484992
DTL,2265.0,0.372315747,921.0,0.794474,0.233678326
DTX3L,3456.0,0.408848169,89.0,0.197639,0.244073825
DUSP12,374.0,0.419884133,34.0,-0.435214,-0.206237007
DUT,1937.0,0.36471409,109.0,-0.079875,-0.223507642
DYNLT1,514.0,0.420362019,78.0,1.706357,-0.063830851
EBAG9,1437.0,0.39438748,402.0,-0.225473,-0.057828168
ECH1,191.0,0.389477111,85.0,1.292668,0.239377193
ECHDC2,2269.0,0.400166641,752.0,0.280941,-0.573843588
ECM1,322.0,0.43792189,199.0,-0.470105,-0.134815837
EDEM2,76.0,0.379021051,100.0,0.291978,-0.007707513
EEA1,5374.0,0.405861636,265.0,0.891009,0.491357453
EEF1A2,286.0,0.417272363,329.0,-4.545539,-1.855655699
EFTUD2,1331.0,0.444646836,398.0,0.893835,0.290731252
EHD1,3363.0,0.446314898,447.0,0.426039,-0.146551224
EIF2AK2,8063.0,0.394727306,557.0,-0.180446,0.205281935
EIF2B3,1058.0,0.383118637,239.0,-0.240057,-0.225066004
EIF3F,5840.0,0.435728237,33.0,-0.305225,0.124359866
EIF3L,1718.0,0.380710116,245.0,-0.461493,0.286646463
EIF4A3,1120.0,0.381528282,222.0,0.249078,0.277990212
ELAVL1,4910.0,0.437605432,167.0,0.525899,0.236820575
EMG1,248.0,0.433768095,143.0,1.053876,0.221193066
EMILIN2,2605.0,0.379592019,159.0,-1.521375,-0.259494167
ENDOD1,7728.0,0.376426787,118.0,-0.173266,-0.26208759
ENOSF1,2904.0,0.382279782,622.0,0.103426,-0.560996816
ENY2,2576.0,0.41756619,146.0,0.207757,0.148574778
EPSTI1,2106.0,0.391777705,469.0,0.021956,-0.003682545
ERCC1,2342.0,0.45058755,188.0,0.001473,0.159106824
ERCC6L,4809.0,0.354829683,623.0,1.386337,0.085436902
ERH,415.0,0.383837906,71.0,1.227726,0.38394273
ERLIN1,2041.0,0.444737514,478.0,-0.312131,-0.28011338
ERP29,1277.0,0.401191178,118.0,-0.002736,-0.13212734
ETV6,4356.0,0.398240844,274.0,-0.233632,0.032970275
EXOC4,1232.0,0.388187525,35.0,0.339324,0.073656849
EXOC8,6907.0,0.436106501,127.0,-0.556126,0.118049518
EXOSC1,536.0,0.430105347,451.0,0.312314,0.066490989
EXOSC2,3902.0,0.431273517,32.0,-0.877747,-0.08500516
F8A1,571.0,0.46317284,15.0,0.216099,0.01001038
FAAH,2043.0,0.384592892,82.0,0.340167,-0.468864001
FAF1,4425.0,0.401181969,453.0,0.03694,0.024184097
FAM122A,4542.0,0.40477622,33.0,-0.436768,0.009311763
FAM168A,6285.0,0.395008865,285.0,-1.105016,0.285139576
FAM177A1,2165.0,0.411149627,459.0,-0.278223,-0.208082124
FAM192A,1824.0,0.379195199,1475.0,0.020982,0.216867181
FAM20B,4428.0,0.4357945,293.0,-0.116581,-0.307908816
FAM32A,1091.0,0.408676074,42.0,1.126005,0.289045784
FAM50A,286.0,0.482889735,110.0,0.230313,0.329151808
FBP1,248.0,0.397353747,331.0,-0.78894,-0.702781543
FBXL20,9338.0,0.383104745,254.0,0.75997,-0.263131077
FBXO4,526.0,0.393825218,58.0,-1.603363,-0.527717925
FBXO6,503.0,0.42307306,166.0,0.690844,-0.176836062
FCER1G,305.0,0.4202976,25.0,-0.111345,-0.304523291
FCGRT,309.0,0.433069976,486.0,0.248362,-0.374071065
FCHO1,270.0,0.372951657,283.0,2.350467,-0.243431525
FDPS,72.0,0.456397562,392.0,-0.284181,-0.682392356
FDXR,596.0,0.384661194,188.0,0.226137,-0.308080684
FEN1,1340.0,0.407867196,413.0,1.083661,0.25907615
FERMT3,399.0,0.435119014,149.0,-0.171527,-0.213649524
FGD2,907.0,0.441856308,171.0,-0.421489,-0.19355383
FGFR1OP2,1663.0,0.396595515,353.0,-0.193026,-0.337849178
FGL2,3460.0,0.40966218,40.0,-1.509173,-0.122042027
FKBP1A,1132.0,0.428443098,174.0,-0.159014,-0.3133648
FKBPL,24.0,0.377510344,270.0,1.327735,0.32301213
FLOT1,422.0,0.472159534,339.0,0.359972,-0.242203687
FN3K,442.0,0.389857108,61.0,0.204779,-0.090150542
FN3KRP,3667.0,0.380720834,50.0,0.553858,-0.071803056
FOXJ3,3176.0,0.401878681,312.0,-0.284367,-0.117630323
FOXK2,3108.0,0.440496276,171.0,0.284456,0.237295371
FOXRED1,443.0,0.438630908,167.0,-0.367314,-0.271405035
FSCN1,1184.0,0.396100853,132.0,0.688275,-0.012207127
FTH1,530.0,0.425357612,235.0,0.69864,0.033157827
FTL,1031.0,0.428438948,199.0,0.716853,0.002148273
FTSJ1,638.0,0.457521275,569.0,0.211257,0.134815478
FTSJ3,698.0,0.388239396,646.0,-0.243853,0.226128309
FXN,6365.0,0.40465004,220.0,-0.136948,-0.427494573
GABARAPL2,564.0,0.431291441,136.0,-0.47823,-0.068276582
GABPB1,1320.0,0.423118524,469.0,1.930135,0.453479207
GALK1,292.0,0.455574511,63.0,0.31152,-0.100200639
GANAB,989.0,0.425909644,1027.0,0.182616,0.103091612
GAS6,315.0,0.393865445,183.0,0.003714,-0.020021714
GAS7,6619.0,0.423630168,311.0,-0.800303,-0.017546879
GBE1,708.0,0.404013874,283.0,6e-05,0.104930956
GBP1,1735.0,0.42614962,220.0,-0.026038,-0.121534415
GBP2,5058.0,0.440134196,314.0,-0.814873,-0.325603776
GBP4,4106.0,0.42983554,116.0,-0.140531,-0.27087371
GBP5,1753.0,0.421901204,537.0,0.541419,-0.414953521
GCH1,2011.0,0.419329122,161.0,-0.6637,-0.481839068
GFOD2,622.0,0.396604754,295.0,0.159212,-0.268079288
GGA2,5408.0,0.377812588,83.0,-0.472612,-0.059058739
GGCX,5211.0,0.417836117,106.0,-0.051314,-0.341119109
GIGYF1,2212.0,0.443456438,1210.0,-0.14427,-0.05086682
GINS3,1415.0,0.387351931,208.0,0.813094,0.071914082
GLA,1699.0,0.378726947,110.0,0.03852,0.118000441
GLE1,1357.0,0.383457083,114.0,0.167104,0.064776299
GLRX,1188.0,0.430296645,211.0,-0.529034,-0.605235791
GLRX3,3557.0,0.41418463,539.0,0.796332,0.429924878
GLUD1,1558.0,0.392454008,1132.0,0.122863,-0.104574455
GLYR1,2033.0,0.39940414,57.0,0.341058,0.182971734
GMEB1,4582.0,0.43446142,142.0,-0.67315,-0.271861022
GMPPA,198.0,0.434966364,375.0,-0.26681,-0.391984889
GMPR,3984.0,0.435743929,114.0,-0.65829,-0.352419282
GMPR2,464.0,0.453637396,704.0,-0.051343,-0.241005721
GNAI1,1947.0,0.435804474,356.0,-0.013812,-0.096854524
GNG7,3803.0,0.398730372,237.0,0.438671,0.043324321
GNPDA1,1360.0,0.395964134,67.0,0.040608,0.069000989
GOLGA2,1243.0,0.401070546,13.0,-0.149035,-0.056477964
GON4L,926.0,0.418089888,175.0,0.041438,-0.073078423
GOSR1,5968.0,0.408103421,237.0,0.244596,-0.183741886
GOSR2,3258.0,0.374298057,541.0,0.412988,0.200211358
GOT2,1054.0,0.444803236,129.0,-0.068361,-0.467159805
GPS2,97.0,0.431122181,76.0,0.711243,0.536529628
GPSM2,4697.0,0.401967226,496.0,0.984736,0.111450513
GPX7,626.0,0.395840774,39.0,0.863248,0.521047907
GRAMD1A,299.0,0.411657297,748.0,0.441695,-0.013923258
GRB2,2292.0,0.4413596,358.0,-0.310351,-0.127801503
GSTM4,2467.0,0.390909061,314.0,1.197798,0.422484575
GTF2A2,1070.0,0.420716795,404.0,0.287489,1.207363834
GTF2E2,604.0,0.365750105,273.0,0.173574,0.457206152
GTF3C2,932.0,0.372227001,397.0,0.475221,0.226964357
GTPBP1,2894.0,0.424954603,154.0,-0.204928,-0.053453875
GTPBP3,1032.0,0.436547413,95.0,1.671946,0.529458111
HADH,818.0,0.383558671,219.0,-0.511421,-0.376675287
HADHA,615.0,0.383558671,130.0,-0.001659,-0.112094709
HAUS5,3319.0,0.378752573,51.0,0.92742,0.147672947
HAUS8,346.0,0.37535995,111.0,2.374589,0.380000635
HCCS,1274.0,0.398607648,275.0,0.038762,0.279316131
HCK,337.0,0.440224323,364.0,-0.016828,-0.214189837
HDAC1,591.0,0.390040122,63.0,-0.058621,0.122743277
HDDC3,763.0,0.387287166,29.0,0.776635,0.013581955
HDGF,1342.0,0.465394593,322.0,0.432701,0.122660836
HDLBP,2343.0,0.397687311,375.0,-0.596378,0.034961718
HEATR3,1385.0,0.384091545,883.0,0.211395,-0.124208288
HEBP2,9119.0,0.359416339,297.0,0.023341,-0.094771154
HECA,3704.0,0.443714129,285.0,-0.918023,-0.081352897
HECTD3,3914.0,0.446742268,98.0,0.553979,0.009747321
HERC2,726.0,0.429958504,109.0,-1.287765,-0.278654594
HERC5,379.0,0.393838904,153.0,-0.773502,-0.253011822
HERC6,651.0,0.398146132,183.0,-0.529448,-0.443917516
HIP1,4874.0,0.430847644,52.0,-0.061032,0.134123529
HLA-A,4150.0,0.424443523,84.0,-0.422729,0.224728403
HLA-C,420.0,0.421684519,65.0,-0.97804,-0.508004224
HLA-DRA,409.0,0.420807891,109.0,-0.925606,0.274620167
HLA-E,1459.0,0.413523771,126.0,-0.672466,-0.262288521
HLA-F,121.0,0.407256461,124.0,-0.07213,-0.278761923
HMBOX1,3560.0,0.369177113,482.0,-1.587559,-0.683537128
HMBS,266.0,0.451934812,299.0,0.638167,0.085986541
HMGB2,3775.0,0.450826504,193.0,0.287494,-0.190868049
HMGCS1,3661.0,0.374424323,345.0,0.091948,-0.047749371
HMOX1,616.0,0.436401717,107.0,0.14202,-0.008563885
HNRNPA0,7504.0,0.386421138,284.0,-0.320244,0.091502301
HNRNPD,1688.0,0.420386111,318.0,0.618161,0.188203598
HNRNPL,1102.0,0.449817015,176.0,0.344749,0.148958251
HNRNPU,4156.0,0.432126199,218.0,0.010998,0.249428349
HNRNPUL1,2135.0,0.394022965,339.0,0.57232,0.409425914
HNRNPUL2,2674.0,0.436897081,229.0,0.653283,0.534328683
HSBP1,3274.0,0.4454546,174.0,0.508921,0.045494824
HSD11B1,4482.0,0.426649415,154.0,-0.032601,-0.066971565
HSD17B7,398.0,0.431983247,99.0,0.338894,-0.030933149
HSP90AB1,313.0,0.39509298,251.0,0.004701,0.035695717
HSPA1L,428.0,0.464100714,183.0,0.395324,0.030776899
HSPA4L,7877.0,0.413794867,342.0,-2.132952,-0.964668086
HSPB11,107.0,0.34538245,284.0,0.754259,-0.081383811
HTRA2,571.0,0.421976635,602.0,0.157003,-0.125318516
HTT,3901.0,0.373695076,145.0,0.38266,0.063049592
HUS1,2068.0,0.374612864,131.0,0.293196,0.304667204
HYI,310.0,0.378597605,196.0,-0.278343,-0.313488701
