,3prime,tAI,max_5_UTR_length,TCGA-C8-A138,TCGA-C8-A138.1
CARD16,437.0,0.41300235,27.0,2.031754,-0.318729348
CARHSP1,4898.0,0.362100245,360.0,1.051989,0.192468784
CASC3,1778.0,0.370720542,295.0,0.310236,0.140716125
CASP1,750.0,0.424742838,44.0,0.526897,-0.244678398
CASP8,1794.0,0.376118708,303.0,0.837703,-0.265248275
CAT,629.0,0.397270122,89.0,-1.107633,-0.437700305
CBL,8368.0,0.375957197,142.0,-0.619338,-0.058325097
CBLL1,3286.0,0.400851504,467.0,-0.454376,-0.010158091
CBR3,54.0,0.445176236,228.0,1.865465,-0.049124755
CBS,4385.0,0.477784031,626.0,-2.17272,-1.194646767
CBX5,10815.0,0.390902295,318.0,-0.745895,0.014989333
CBX8,2504.0,0.36735217,118.0,1.210091,0.562615556
CCDC115,2169.0,0.385110507,452.0,0.487769,-0.507811067
CCDC125,2554.0,0.359965106,322.0,-0.12894,0.206557117
CCDC58,2462.0,0.421830022,75.0,0.623345,-0.227110729
CCDC88C,1302.0,0.396031427,154.0,1.551401,1.056762007
CCL5,886.0,0.462166288,68.0,2.94177,0.081256995
CCNA2,1206.0,0.409154498,373.0,-0.238114,-0.158980267
CCNB2,168.0,0.374401461,184.0,0.560544,-0.685675395
CCNDBP1,2336.0,0.44393643,231.0,-0.496474,-0.05060863
CCS,4244.0,0.460896681,43.0,1.707926,0.361056982
CCT3,238.0,0.457984718,231.0,0.295018,-0.113360256
CCT4,1361.0,0.393363555,164.0,-0.428909,-0.072398717
CD14,128.0,0.416321757,392.0,0.256807,-0.569177036
CD209,3046.0,0.440000747,67.0,-0.211573,-0.018867692
CD36,2894.0,0.410517795,414.0,-0.777429,-0.846773098
CD40,982.0,0.429065654,90.0,0.990193,0.046937089
CD44,3115.0,0.39995987,434.0,-0.920664,-0.353524561
CD63,923.0,0.512738356,403.0,1.277276,0.056536221
CD74,635.0,0.427357309,187.0,1.88375,0.363109634
CDC25C,437.0,0.364786128,387.0,1.324711,0.476564079
CDC26,271.0,0.395637029,359.0,-0.434372,0.093001391
CDC34,560.0,0.46431386,199.0,-0.146743,-0.037675172
CDC42EP3,3941.0,0.420378821,1009.0,0.017907,-0.084149905
CDCA8,1353.0,0.384295288,290.0,-0.139013,-0.218386955
CDIPT,1864.0,0.442654716,541.0,0.217063,1.034167321
CDK1,2313.0,0.398329505,154.0,1.624354,0.382037377
CDK19,4557.0,0.421511824,180.0,0.248856,0.048537095
CDK2AP1,766.0,0.439144625,522.0,1.099608,-0.635865793
CDK5RAP2,367.0,0.371069462,192.0,-0.56077,0.031711367
CDK5RAP3,284.0,0.469750898,1791.0,-0.227012,0.298365271
CDKAL1,1365.0,0.417875209,167.0,0.236479,0.238455617
CDKN2AIPNL,3639.0,0.409801696,53.0,0.214127,0.217931096
CDKN2C,2247.0,0.381912025,1216.0,0.391145,0.058888551
CENPH,1478.0,0.418392258,87.0,0.384544,-0.024572885
CENPV,301.0,0.385948267,62.0,-1.592864,-0.245303327
CEP55,939.0,0.397841874,304.0,0.876439,0.142791652
CETN2,868.0,0.433727498,47.0,1.892712,0.614132625
CFL1,677.0,0.502791,234.0,0.854614,0.443243152
CHAC2,786.0,0.395629742,277.0,-0.242263,-0.887842631
CHCHD4,3528.0,0.445497334,326.0,-0.066317,-0.209244673
CHMP4A,296.0,0.447100154,262.0,1.120505,0.345357719
CHMP5,1241.0,0.442987983,200.0,0.333552,0.355197969
CHMP6,980.0,0.489861105,78.0,-0.192592,-0.137098775
CHTF8,2425.0,0.424551152,142.0,-0.382486,0.314793044
CIAPIN1,1024.0,0.451663323,242.0,0.782089,0.358686135
CISD2,5376.0,0.433298698,107.0,0.244842,0.18988387
CKAP4,2872.0,0.386259817,84.0,0.281448,0.809156874
CKS2,300.0,0.317949998,98.0,0.982905,0.413458975
CLCC1,5185.0,0.369704467,150.0,-0.001134,0.698077757
CLCN7,1698.0,0.459147749,110.0,0.314915,-0.167331639
CLIC1,290.0,0.4571302,573.0,0.801983,-0.044880955
CLK2,350.0,0.410673686,925.0,0.559224,-0.314464762
CLK3,1233.0,0.4268607,461.0,0.094939,0.185224024
CLPTM1,458.0,0.383990827,351.0,0.073944,0.259840148
CLTA,288.0,0.450950874,514.0,0.912698,0.249213929
CLTB,319.0,0.48548545,210.0,0.679466,0.178073177
CLTC,3104.0,0.384957863,443.0,-0.366157,0.161931597
CNBP,6850.0,0.433298698,206.0,0.386694,0.04155585
CNPY2,123.0,0.392778455,553.0,0.49794,-0.221386871
CNPY3,1042.0,0.459231502,584.0,0.471629,-0.083748471
COG3,1967.0,0.414689223,142.0,0.051704,0.14364757
COMMD1,306.0,0.423842833,138.0,0.794389,-0.113095254
COMMD3,431.0,0.360487018,35.0,0.392436,-0.282044927
COMMD5,498.0,0.445713337,399.0,0.984369,-0.094749855
COMMD6,1375.0,0.396967837,328.0,0.162775,-0.501510242
COMMD9,2340.0,0.418062772,89.0,0.460592,-0.037522939
COPB1,446.0,0.381738818,307.0,-0.377435,0.303893391
COPE,165.0,0.478760693,55.0,0.177098,0.116838659
COQ6,671.0,0.374062527,159.0,1.170815,0.334149451
COQ7,5700.0,0.42379098,133.0,0.455392,0.184659157
CORO1A,112.0,0.457388252,435.0,1.6523,-0.036496893
COX17,1735.0,0.484254073,86.0,1.657957,0.06854855
COX5A,860.0,0.429944966,140.0,1.007361,0.0851889
COX7A2,302.0,0.441893926,98.0,0.810426,-0.284332892
CPM,5262.0,0.406054343,75.0,-0.045551,-0.603104076
CPSF4,923.0,0.452412439,277.0,-0.376024,-0.0169279
CPT1A,2761.0,0.374132033,170.0,0.222761,0.866958831
CPT2,602.0,0.431256564,515.0,-0.752209,-0.547850402
CRCP,8457.0,0.390198146,145.0,-0.488111,-0.192257505
CRKL,3904.0,0.422225684,509.0,-0.655344,-0.258372036
CRTAP,5601.0,0.446308827,120.0,-0.179847,0.287330651
CRTC3,3205.0,0.355982524,186.0,-0.674357,-0.170005492
CRY2,2337.0,0.383442872,132.0,-0.451049,0.199738083
CRYL1,462.0,0.386242786,79.0,1.567886,0.915941294
CSRP1,1183.0,0.493833101,217.0,0.559228,0.455605454
CST3,2762.0,0.475763324,186.0,1.255953,0.235937876
CSTF2,1931.0,0.372934478,58.0,0.327901,0.187812593
CTBP1,800.0,0.464034004,393.0,0.363483,-0.113007674
CTNNA1,1216.0,0.412513324,1103.0,0.219077,0.353366529
CTNNB1,1106.0,0.432073699,448.0,-0.928593,0.28222645
CTNNBIP1,2448.0,0.394834327,307.0,-0.277935,-0.445841291
CTPS2,1870.0,0.416273085,744.0,-0.01471,0.050877605
CTSG,119.0,0.369503415,37.0,-0.188834,-1.788166156
CTSH,1072.0,0.446467856,1192.0,0.656822,0.269418496
CUEDC1,2047.0,0.374410739,719.0,-1.767364,-0.65372369
CUX1,1040.0,0.395555213,127.0,0.503479,0.454962565
CXCL10,814.0,0.410287201,105.0,2.436591,-0.43223953
CXCL9,2323.0,0.403736618,74.0,4.316154,0.350734383
CYBB,2544.0,0.418993019,61.0,0.081635,-0.217308597
CYP2S1,1051.0,0.420869286,58.0,2.672659,1.157688218
CYTH4,1837.0,0.406296106,377.0,0.88014,-0.035071984
DAB2,1757.0,0.368483127,531.0,0.333984,-0.001726241
DAGLB,721.0,0.377719723,170.0,-0.064594,0.321682331
DAP3,768.0,0.366492687,184.0,0.28906,-0.135707285
DAPP1,2082.0,0.348655603,90.0,0.421338,-0.100194066
DBI,233.0,0.467027529,479.0,0.885065,-0.041902186
DCAF8,1877.0,0.380310979,212.0,-0.072794,0.102287175
DCP1A,4153.0,0.411936399,381.0,0.216963,0.048246775
DCPS,4731.0,0.375605648,329.0,0.489507,-0.191361185
DCTN5,10597.0,0.443116252,177.0,0.138807,0.223621983
DDAH2,653.0,0.361046801,1104.0,1.255858,-0.133892754
DDB2,1223.0,0.43604051,195.0,0.133239,-0.22768675
DDX23,713.0,0.445931172,91.0,-0.120066,0.045780058
DDX31,1870.0,0.361830896,544.0,-0.624916,-0.384277047
DDX47,438.0,0.379294484,22.0,-0.228793,-0.396085015
DDX54,1704.0,0.467316231,28.0,0.17866,-0.41601894
DDX56,586.0,0.438032149,643.0,0.463812,0.034678836
DDX59,217.0,0.413095257,243.0,0.095968,-0.232803019
DHODH,3463.0,0.371608285,21.0,-0.222959,-0.018107106
DHPS,121.0,0.474111752,121.0,-0.000506,-0.530226574
DHX15,459.0,0.379133957,168.0,-1.151042,-0.255825379
DHX34,591.0,0.384465978,349.0,0.285475,-0.113292446
DHX58,357.0,0.440330409,223.0,0.028296,-0.241813265
DIABLO,719.0,0.425893605,1182.0,0.794385,0.226236182
DMAP1,63.0,0.471306,301.0,0.189775,0.034619254
DMXL2,1274.0,0.389901613,225.0,0.666977,0.189181615
DNAJA4,1736.0,0.398301408,169.0,1.542298,0.313052522
DNAJC19,1326.0,0.403482491,259.0,-0.147123,-0.303758731
DNAJC25,1212.0,0.430964931,56.0,-0.176594,0.278567638
DNAJC8,969.0,0.416719859,33.0,0.19878,-0.285737167
DNM1,1255.0,0.393835111,116.0,1.589763,0.551541447
DNTTIP2,3564.0,0.408096853,58.0,0.439074,-0.022897237
DOCK11,3681.0,0.373818855,63.0,-0.013896,0.058278469
DOCK2,524.0,0.446250827,52.0,0.383811,-0.034270686
DOK2,438.0,0.384043737,481.0,1.178702,-0.200568852
DPCD,197.0,0.459155016,389.0,1.249459,0.36970684
DPF2,2501.0,0.393394442,133.0,0.074113,-0.159192099
DPH1,1310.0,0.448716064,341.0,-0.413667,-0.595103736
DPH5,784.0,0.413363166,165.0,0.06406,-0.203704862
DPY30,562.0,0.438431353,279.0,1.036459,-0.359292608
DPYSL2,2472.0,0.430530829,431.0,0.184013,-0.122394185
DRAP1,142.0,0.432809908,245.0,1.592331,0.30252627
DRG1,4594.0,0.444150091,131.0,-0.035061,-0.082126125
DSN1,5330.0,0.392894937,373.0,0.268715,0.293050089
DSTN,2786.0,0.375776803,438.0,-0.064068,0.139245168
DTL,2265.0,0.372315747,921.0,-0.029978,0.087704821
DTX3L,3456.0,0.408848169,89.0,0.258076,0.4532405
DUSP12,374.0,0.419884133,34.0,0.037526,0.02306537
DUT,1937.0,0.36471409,109.0,-0.206324,-0.335986412
DYNLT1,514.0,0.420362019,78.0,1.241775,0.425371921
EBAG9,1437.0,0.39438748,402.0,0.140114,0.10326581
ECH1,191.0,0.389477111,85.0,0.583421,0.117659139
ECHDC2,2269.0,0.400166641,752.0,-0.524629,-0.464286072
ECM1,322.0,0.43792189,199.0,0.579698,-0.221135843
EDEM2,76.0,0.379021051,100.0,0.424715,0.179896632
EEA1,5374.0,0.405861636,265.0,-0.314786,0.198437315
EEF1A2,286.0,0.417272363,329.0,-2.691299,-1.185677447
EFTUD2,1331.0,0.444646836,398.0,-0.449582,-0.066107988
EHD1,3363.0,0.446314898,447.0,0.184522,-0.262980867
EIF2AK2,8063.0,0.394727306,557.0,0.182673,-0.192010036
EIF2B3,1058.0,0.383118637,239.0,-0.231416,-0.251373088
EIF3F,5840.0,0.435728237,33.0,-0.021425,-0.124986868
EIF3L,1718.0,0.380710116,245.0,-0.753794,0.007915978
EIF4A3,1120.0,0.381528282,222.0,-0.65716,-0.251248004
ELAVL1,4910.0,0.437605432,167.0,-0.129513,-0.416032031
EMG1,248.0,0.433768095,143.0,0.19113,-0.15130045
EMILIN2,2605.0,0.379592019,159.0,0.114953,-0.265319049
ENDOD1,7728.0,0.376426787,118.0,-0.633295,0.118318693
ENOSF1,2904.0,0.382279782,622.0,0.963986,-0.101466829
ENY2,2576.0,0.41756619,146.0,0.697422,0.111375897
EPSTI1,2106.0,0.391777705,469.0,1.133292,0.080066453
ERCC1,2342.0,0.45058755,188.0,0.878284,0.206275691
ERCC6L,4809.0,0.354829683,623.0,1.301683,0.443993815
ERH,415.0,0.383837906,71.0,1.249384,-0.355180876
ERLIN1,2041.0,0.444737514,478.0,-0.632465,0.258285017
ERP29,1277.0,0.401191178,118.0,0.653308,-0.207625367
ETV6,4356.0,0.398240844,274.0,0.048929,-0.253730352
EXOC4,1232.0,0.388187525,35.0,-0.066504,0.35929485
EXOC8,6907.0,0.436106501,127.0,0.01917,0.468583666
EXOSC1,536.0,0.430105347,451.0,1.356658,-0.142896021
EXOSC2,3902.0,0.431273517,32.0,-0.022459,-0.194793616
F8A1,571.0,0.46317284,15.0,-0.406666,-0.231079062
FAAH,2043.0,0.384592892,82.0,0.568941,0.931854233
FAF1,4425.0,0.401181969,453.0,-0.245603,-0.2547276
FAM122A,4542.0,0.40477622,33.0,-0.586619,-0.197552642
FAM168A,6285.0,0.395008865,285.0,-1.138423,0.02798944
FAM177A1,2165.0,0.411149627,459.0,0.15416,-0.112900394
FAM192A,1824.0,0.379195199,1475.0,0.295782,-0.093886828
FAM20B,4428.0,0.4357945,293.0,-0.932066,-0.057957475
FAM32A,1091.0,0.408676074,42.0,0.135051,-0.206070985
FAM50A,286.0,0.482889735,110.0,0.962996,-0.104299188
FBP1,248.0,0.397353747,331.0,1.18289,0.69266663
FBXL20,9338.0,0.383104745,254.0,1.482057,0.359980875
FBXO4,526.0,0.393825218,58.0,-0.31863,-0.225081327
FBXO6,503.0,0.42307306,166.0,0.843387,0.263368467
FCER1G,305.0,0.4202976,25.0,1.322992,-0.019504439
FCGRT,309.0,0.433069976,486.0,0.543727,0.079003155
FCHO1,270.0,0.372951657,283.0,0.490809,-0.129877864
FDPS,72.0,0.456397562,392.0,-0.088599,-0.209123444
FDXR,596.0,0.384661194,188.0,1.583578,0.287197304
FEN1,1340.0,0.407867196,413.0,0.000691,-0.139448127
FERMT3,399.0,0.435119014,149.0,1.105778,-0.080206008
FGD2,907.0,0.441856308,171.0,0.675272,-0.235277489
FGFR1OP2,1663.0,0.396595515,353.0,0.323736,-0.096833491
FGL2,3460.0,0.40966218,40.0,0.680749,-0.063891715
FKBP1A,1132.0,0.428443098,174.0,0.89853,0.137836979
FKBPL,24.0,0.377510344,270.0,0.868408,0.504510324
FLOT1,422.0,0.472159534,339.0,0.951476,-0.232740573
FN3K,442.0,0.389857108,61.0,-0.52686,-0.744660924
FN3KRP,3667.0,0.380720834,50.0,-0.594369,-0.381518448
FOXJ3,3176.0,0.401878681,312.0,-0.440839,0.04296504
FOXK2,3108.0,0.440496276,171.0,-0.726534,-0.596997087
FOXRED1,443.0,0.438630908,167.0,0.865593,0.103572956
FSCN1,1184.0,0.396100853,132.0,0.522131,-0.179503595
FTH1,530.0,0.425357612,235.0,0.210939,-0.109119441
FTL,1031.0,0.428438948,199.0,0.598758,-0.502468428
FTSJ1,638.0,0.457521275,569.0,-0.002858,-0.197849451
FTSJ3,698.0,0.388239396,646.0,-0.418367,-0.133270398
FXN,6365.0,0.40465004,220.0,-0.730587,-0.304681593
GABARAPL2,564.0,0.431291441,136.0,-2.4e-05,-0.138122532
GABPB1,1320.0,0.423118524,469.0,0.247777,0.079384574
GALK1,292.0,0.455574511,63.0,-0.12387,-0.299987961
GANAB,989.0,0.425909644,1027.0,-0.157471,-0.148825352
GAS6,315.0,0.393865445,183.0,0.458714,0.011963279
GAS7,6619.0,0.423630168,311.0,-0.257918,-0.038430096
GBE1,708.0,0.404013874,283.0,-0.622794,0.024159126
GBP1,1735.0,0.42614962,220.0,1.751319,0.106417053
GBP2,5058.0,0.440134196,314.0,0.833845,0.026381763
GBP4,4106.0,0.42983554,116.0,1.436302,-0.027522182
GBP5,1753.0,0.421901204,537.0,2.819365,0.11675585
GCH1,2011.0,0.419329122,161.0,0.849506,-0.247090504
GFOD2,622.0,0.396604754,295.0,0.105859,-0.262769224
GGA2,5408.0,0.377812588,83.0,-0.023719,-0.02554561
GGCX,5211.0,0.417836117,106.0,-0.076097,0.394232117
GIGYF1,2212.0,0.443456438,1210.0,0.018779,-0.148026702
GINS3,1415.0,0.387351931,208.0,-0.117156,-0.466187343
GLA,1699.0,0.378726947,110.0,0.232197,-0.256358282
GLE1,1357.0,0.383457083,114.0,0.043263,0.00328283
GLRX,1188.0,0.430296645,211.0,0.847029,-0.402417344
GLRX3,3557.0,0.41418463,539.0,0.311622,0.018225979
GLUD1,1558.0,0.392454008,1132.0,0.135612,0.021115404
GLYR1,2033.0,0.39940414,57.0,-0.09935,0.270916357
GMEB1,4582.0,0.43446142,142.0,-0.588605,-0.169693966
GMPPA,198.0,0.434966364,375.0,0.988913,0.418827053
GMPR,3984.0,0.435743929,114.0,-0.112076,-0.500774101
GMPR2,464.0,0.453637396,704.0,0.566302,0.42609944
GNAI1,1947.0,0.435804474,356.0,0.550192,-0.178250385
GNG7,3803.0,0.398730372,237.0,-1.396249,-1.119960754
GNPDA1,1360.0,0.395964134,67.0,-0.648139,-0.40635425
GOLGA2,1243.0,0.401070546,13.0,0.412984,0.08603544
GON4L,926.0,0.418089888,175.0,-0.777627,-0.222395568
GOSR1,5968.0,0.408103421,237.0,-0.803282,-0.007407538
GOSR2,3258.0,0.374298057,541.0,-0.64136,-0.227173026
GOT2,1054.0,0.444803236,129.0,-0.366767,-0.357542463
GPS2,97.0,0.431122181,76.0,0.972444,0.540509871
GPSM2,4697.0,0.401967226,496.0,0.087918,-0.114268954
GPX7,626.0,0.395840774,39.0,0.418995,0.005340119
GRAMD1A,299.0,0.411657297,748.0,-0.181588,-0.573575032
GRB2,2292.0,0.4413596,358.0,-0.68335,-0.539814873
GSTM4,2467.0,0.390909061,314.0,0.951569,-0.649237902
GTF2A2,1070.0,0.420716795,404.0,0.553787,0.205869947
GTF2E2,604.0,0.365750105,273.0,0.549898,0.061944275
GTF3C2,932.0,0.372227001,397.0,-0.12166,0.069484778
GTPBP1,2894.0,0.424954603,154.0,-0.6807,-0.106756519
GTPBP3,1032.0,0.436547413,95.0,-0.70356,-0.401903266
GTSE1,680.0,0.368527868,212.0,0.204101,0.262214591
GTSF1,222.0,0.36097632,86.0,3.403972,-1.209442383
HADH,818.0,0.383558671,219.0,-0.851541,-0.449210919
HADHA,615.0,0.383558671,130.0,-0.434368,-0.09466393
HAUS5,3319.0,0.378752573,51.0,-0.160957,0.02668243
HAUS8,346.0,0.37535995,111.0,0.204063,-0.039487519
HCCS,1274.0,0.398607648,275.0,0.620537,0.255729869
HCK,337.0,0.440224323,364.0,0.596333,-0.311236558
HDAC1,591.0,0.390040122,63.0,0.416634,0.132401943
HDDC3,763.0,0.387287166,29.0,0.521029,0.019985312
HDGF,1342.0,0.465394593,322.0,0.257459,-0.171070747
HDLBP,2343.0,0.397687311,375.0,-0.786673,0.058024561
HEATR3,1385.0,0.384091545,883.0,-0.703773,-0.070128864
HEBP2,9119.0,0.359416339,297.0,0.92866,-0.085670032
HECA,3704.0,0.443714129,285.0,-0.022561,0.159951637
HECTD3,3914.0,0.446742268,98.0,-0.455377,0.165406852
HERC2,726.0,0.429958504,109.0,-0.721138,0.277061997
HERC5,379.0,0.393838904,153.0,-0.312174,-0.404043998
HERC6,651.0,0.398146132,183.0,0.05388,0.413241
HIP1,4874.0,0.430847644,52.0,-1.092577,0.118192472
HLA-A,4150.0,0.424443523,84.0,0.880463,0.34997512
HLA-C,420.0,0.421684519,65.0,0.677175,-0.149988561
HLA-DRA,409.0,0.420807891,109.0,1.25093,0.355514747
HLA-E,1459.0,0.413523771,126.0,0.782922,0.134372514
HLA-F,121.0,0.407256461,124.0,1.326181,0.074259619
HMBOX1,3560.0,0.369177113,482.0,-0.754893,-0.878355499
HMBS,266.0,0.451934812,299.0,0.554895,-0.327051014
HMGB2,3775.0,0.450826504,193.0,0.228494,0.010379145
HMGCS1,3661.0,0.374424323,345.0,0.104632,0.35196576
HMOX1,616.0,0.436401717,107.0,1.134104,-0.208128782
HNRNPA0,7504.0,0.386421138,284.0,0.096357,0.030225825
HNRNPD,1688.0,0.420386111,318.0,0.145384,-0.315230866
HNRNPL,1102.0,0.449817015,176.0,0.41078,-0.127421341
HNRNPU,4156.0,0.432126199,218.0,-0.164181,-0.075769935
HNRNPUL1,2135.0,0.394022965,339.0,0.17819,0.120361208
HNRNPUL2,2674.0,0.436897081,229.0,-0.026007,-0.079944238
HSBP1,3274.0,0.4454546,174.0,0.380411,0.089798722
HSD17B7,398.0,0.431983247,99.0,-0.066784,0.139222634
HSP90AB1,313.0,0.39509298,251.0,0.024516,-0.144242256
HSPA1L,428.0,0.464100714,183.0,1.134321,-0.074424119
HSPA4L,7877.0,0.413794867,342.0,-2.918611,-0.990266214
HSPB11,107.0,0.34538245,284.0,-0.092296,-0.656849159
HTRA2,571.0,0.421976635,602.0,0.536318,-0.0865623
HTT,3901.0,0.373695076,145.0,-1.116673,0.068961545
HUS1,2068.0,0.374612864,131.0,0.269514,-0.19463687
HYI,310.0,0.378597605,196.0,0.350841,-0.239644633
HYOU1,1409.0,0.403839016,234.0,-0.556428,-0.219690308
ICAM1,1537.0,0.426062071,319.0,0.167869,-0.253481811
IER3IP1,3342.0,0.438740024,97.0,0.121247,0.471111152
IFI16,254.0,0.415211655,290.0,0.70023,-0.140070465
IFI30,213.0,0.431523306,62.0,1.203221,-0.463423658
IFI35,160.0,0.418462024,223.0,0.298578,0.029135539
IFI44,267.0,0.403888008,124.0,0.66193,-0.129714494
IFI44L,5058.0,0.403608012,200.0,0.907523,-0.149064717
