,3prime,tAI,max_5_UTR_length,TCGA-C8-A134,TCGA-C8-A134.1
ASS1,1357.0,0.394201053,356.0,0.884543,0.219399509
ATPAF1,3039.0,0.439253133,510.0,0.526927,-0.186110963
AXL,1863.0,0.417061167,376.0,-0.107115,-0.50281107
B4GALT7,4483.0,0.433879574,93.0,-0.76208,0.029834597
BAG1,2764.0,0.431693656,501.0,-0.395605,-0.579576425
BAG3,537.0,0.387438444,306.0,-0.845568,-0.386209214
BASP1,971.0,0.520859146,259.0,-1.293134,-0.380942841
BBS7,1531.0,0.408023089,184.0,0.334435,-0.61758658
BCAT2,364.0,0.445598481,657.0,-0.502814,-0.664682061
BCKDHB,3082.0,0.419736544,88.0,-0.053612,-0.225191253
BCL2,5279.0,0.374049285,493.0,-2.353514,-1.816297634
BCL2L13,4109.0,0.411790332,769.0,-0.002747,-0.433270564
BID,4193.0,0.428633517,498.0,0.562447,0.336597577
BLVRA,3376.0,0.414260839,177.0,-0.89375,-0.620517421
BOLA2,40.0,0.43059393,513.0,-0.543762,-0.559730081
BOLA3,383.0,0.406657227,38.0,0.220131,-0.033252683
BRD2,787.0,0.377809737,2066.0,0.57537,0.452205604
BRD3,3285.0,0.401150236,188.0,-0.871727,-0.109761389
BSPRY,1091.0,0.380011644,48.0,-0.214114,-0.978375254
BST2,411.0,0.444557266,81.0,0.238705,-0.048991789
BUB3,1535.0,0.421992618,242.0,0.005694,-0.120607982
C1QB,152.0,0.436596666,340.0,0.605686,-0.34518088
C1QC,327.0,0.41150294,283.0,0.587202,-0.246833947
C2CD3,671.0,0.360398895,227.0,-0.617539,-0.316669934
C3,5088.0,0.430632158,93.0,0.012259,-0.082503378
CAP1,1134.0,0.406948565,416.0,0.360745,0.012645665
CAPN1,720.0,0.455130071,197.0,0.508974,-0.048917865
CAPRIN1,5632.0,0.374918508,189.0,0.548794,0.387173448
CAPZB,5180.0,0.446052528,622.0,-0.156918,0.152096
CARD16,437.0,0.41300235,27.0,0.617694,0.336254792
CARHSP1,4898.0,0.362100245,360.0,0.707565,0.182916573
CASC3,1778.0,0.370720542,295.0,-0.596958,-0.032142688
CASP1,750.0,0.424742838,44.0,0.088054,0.098345752
CASP8,1794.0,0.376118708,303.0,0.534871,0.18395686
CAT,629.0,0.397270122,89.0,-0.395033,0.406372252
CBL,8368.0,0.375957197,142.0,0.798096,0.421675682
CBLL1,3286.0,0.400851504,467.0,0.882913,-0.046526365
CBR3,54.0,0.445176236,228.0,1.790109,0.221305339
CBS,4385.0,0.477784031,626.0,3.336946,0.679673438
CBX5,10815.0,0.390902295,318.0,-0.023673,-0.199205932
CBX8,2504.0,0.36735217,118.0,-0.503677,-0.33982732
CCDC115,2169.0,0.385110507,452.0,0.27478,-0.297106468
CCDC125,2554.0,0.359965106,322.0,-1.688291,-0.010273124
CCDC58,2462.0,0.421830022,75.0,0.91459,0.365493071
CCDC88C,1302.0,0.396031427,154.0,-0.493167,-0.585385055
CCL5,886.0,0.462166288,68.0,1.847641,-0.144839026
CCNA2,1206.0,0.409154498,373.0,2.062478,0.554975225
CCNB2,168.0,0.374401461,184.0,2.539592,0.43609172
CCNDBP1,2336.0,0.44393643,231.0,-0.769729,0.449278708
CCS,4244.0,0.460896681,43.0,-0.291359,-0.023420289
CCT3,238.0,0.457984718,231.0,-0.393659,-0.186641492
CCT4,1361.0,0.393363555,164.0,0.440862,-0.186338239
CD14,128.0,0.416321757,392.0,0.426577,-0.029092097
CD209,3046.0,0.440000747,67.0,-1.544353,-1.011302959
CD36,2894.0,0.410517795,414.0,-2.394863,-0.777929764
CD44,3115.0,0.39995987,434.0,1.484805,0.819019429
CD63,923.0,0.512738356,403.0,-0.771141,-0.789762921
CD74,635.0,0.427357309,187.0,0.486451,-0.486157556
CDC25C,437.0,0.364786128,387.0,0.751072,0.331146015
CDC26,271.0,0.395637029,359.0,-0.058721,0.13820742
CDC34,560.0,0.46431386,199.0,1.149699,0.502102536
CDC42EP3,3941.0,0.420378821,1009.0,3.308086,0.765687671
CDCA3,816.0,0.351209268,820.0,1.344849,0.270310046
CDCA8,1353.0,0.384295288,290.0,2.560616,0.403946428
CDIPT,1864.0,0.442654716,541.0,-0.263886,-0.803614841
CDK1,2313.0,0.398329505,154.0,1.734939,0.58302557
CDK19,4557.0,0.421511824,180.0,0.108844,0.008711393
CDK2AP1,766.0,0.439144625,522.0,2.156968,0.312052223
CDK5RAP2,367.0,0.371069462,192.0,-0.425078,0.294285431
CDK5RAP3,284.0,0.469750898,1791.0,-0.178322,0.102948504
CDKAL1,1365.0,0.417875209,167.0,0.971329,0.169605434
CDKN2AIPNL,3639.0,0.409801696,53.0,-0.915839,-0.503589289
CDKN2C,2247.0,0.381912025,1216.0,3.150471,0.076422955
CEBPD,1714.0,0.430497143,44.0,-0.634468,0.381177184
CENPH,1478.0,0.418392258,87.0,0.846765,0.154400026
CENPV,301.0,0.385948267,62.0,1.027384,-0.434059434
CEP55,939.0,0.397841874,304.0,1.882838,0.417908852
CES3,2100.0,0.377378956,446.0,1.333073,-0.256532066
CETN2,868.0,0.433727498,47.0,-0.697309,-0.206995051
CFL1,677.0,0.502791,234.0,0.562732,0.517207394
CHAC2,786.0,0.395629742,277.0,1.200505,0.254085884
CHCHD4,3528.0,0.445497334,326.0,0.59469,-0.16515228
CHMP4A,296.0,0.447100154,262.0,-0.68098,-0.264218895
CHMP5,1241.0,0.442987983,200.0,0.489666,0.196152132
CHMP6,980.0,0.489861105,78.0,-0.330295,-0.188965166
CHTF8,2425.0,0.424551152,142.0,0.050781,0.337889427
CIAPIN1,1024.0,0.451663323,242.0,-0.123958,-0.064682182
CISD2,5376.0,0.433298698,107.0,0.36867,-0.292721955
CKAP4,2872.0,0.386259817,84.0,-0.905201,-0.501161942
CKS2,300.0,0.317949998,98.0,1.536852,0.813899269
CLCC1,5185.0,0.369704467,150.0,0.441027,-0.192403752
CLCN7,1698.0,0.459147749,110.0,0.185909,-0.108401508
CLIC1,290.0,0.4571302,573.0,0.643546,0.14560545
CLK2,350.0,0.410673686,925.0,-0.237105,0.029866449
CLK3,1233.0,0.4268607,461.0,0.084914,0.243358235
CLPTM1,458.0,0.383990827,351.0,0.051538,-0.205482795
CLTA,288.0,0.450950874,514.0,1.193033,0.183888006
CLTB,319.0,0.48548545,210.0,-0.182021,-0.262772324
CLTC,3104.0,0.384957863,443.0,0.020025,0.096640162
CNBP,6850.0,0.433298698,206.0,0.340006,0.460325428
CNPY2,123.0,0.392778455,553.0,-0.953424,-0.270796866
CNPY3,1042.0,0.459231502,584.0,0.089801,0.168258964
COG3,1967.0,0.414689223,142.0,0.038572,0.000374747
COMMD1,306.0,0.423842833,138.0,0.434132,0.375367797
COMMD3,431.0,0.360487018,35.0,-1.16246,0.138467107
COMMD5,498.0,0.445713337,399.0,0.913335,-0.017137753
COMMD6,1375.0,0.396967837,328.0,0.530318,0.301645024
COMMD9,2340.0,0.418062772,89.0,0.048825,0.256984533
COPB1,446.0,0.381738818,307.0,-0.734313,0.005442712
COPE,165.0,0.478760693,55.0,-0.274562,-0.096790756
COQ6,671.0,0.374062527,159.0,-1.056422,-0.589642968
COQ7,5700.0,0.42379098,133.0,-0.343276,-0.582113734
CORO1A,112.0,0.457388252,435.0,0.538303,-0.116020861
COX17,1735.0,0.484254073,86.0,-0.423045,-0.451834379
COX5A,860.0,0.429944966,140.0,0.656335,-0.170736084
COX7A2,302.0,0.441893926,98.0,-0.147051,-0.268625989
CPM,5262.0,0.406054343,75.0,2.809614,1.530417241
CPSF4,923.0,0.452412439,277.0,1.127958,0.145857966
CPT1A,2761.0,0.374132033,170.0,-2.088906,-1.075818876
CPT2,602.0,0.431256564,515.0,0.646483,-0.174522302
CRCP,8457.0,0.390198146,145.0,0.503367,-0.222816138
CRKL,3904.0,0.422225684,509.0,-0.343707,-0.050328626
CRTAP,5601.0,0.446308827,120.0,-0.24768,0.443595267
CRTC3,3205.0,0.355982524,186.0,0.230464,0.028147435
CRYL1,462.0,0.386242786,79.0,-0.877585,-0.468332501
CSRP1,1183.0,0.493833101,217.0,2.459474,1.108095997
CST3,2762.0,0.475763324,186.0,-1.503554,-0.678071155
CSTF2,1931.0,0.372934478,58.0,0.199518,0.052641194
CTBP1,800.0,0.464034004,393.0,0.807588,0.234896919
CTNNA1,1216.0,0.412513324,1103.0,-0.629628,0.310349042
CTNNB1,1106.0,0.432073699,448.0,-0.207711,0.561381743
CTNNBIP1,2448.0,0.394834327,307.0,0.084516,-0.043151943
CTPS2,1870.0,0.416273085,744.0,-0.313988,-0.49862249
CTSG,119.0,0.369503415,37.0,-2.341647,-0.20244703
CTSH,1072.0,0.446467856,1192.0,0.439711,0.067860211
CUEDC1,2047.0,0.374410739,719.0,-0.342505,0.182790738
CUX1,1040.0,0.395555213,127.0,0.312357,0.389764112
CXCL10,814.0,0.410287201,105.0,3.13774,0.117712749
CXCL9,2323.0,0.403736618,74.0,3.350887,0.163453243
CYBB,2544.0,0.418993019,61.0,0.995902,-0.107486092
CYTH4,1837.0,0.406296106,377.0,-0.01046,0.227408014
DAB2,1757.0,0.368483127,531.0,-0.338569,-0.036373423
DAGLB,721.0,0.377719723,170.0,-0.096391,-0.207053776
DAP3,768.0,0.366492687,184.0,0.08171,-0.022725665
DAPP1,2082.0,0.348655603,90.0,0.801928,0.12828892
DBI,233.0,0.467027529,479.0,1.058838,-0.056362304
DCAF8,1877.0,0.380310979,212.0,-0.495781,-0.168999464
DCP1A,4153.0,0.411936399,381.0,-0.587083,0.225043027
DCPS,4731.0,0.375605648,329.0,0.193668,-0.192129222
DCTN5,10597.0,0.443116252,177.0,0.226879,0.079026188
DDAH2,653.0,0.361046801,1104.0,-0.135383,0.112895505
DDB2,1223.0,0.43604051,195.0,-0.442898,0.100903805
DDX23,713.0,0.445931172,91.0,0.284429,0.060890287
DDX31,1870.0,0.361830896,544.0,-0.3895,-0.038575337
DDX47,438.0,0.379294484,22.0,-0.325401,-0.309627295
DDX54,1704.0,0.467316231,28.0,0.455313,-0.211866538
DDX56,586.0,0.438032149,643.0,0.207115,-0.035072532
DDX59,217.0,0.413095257,243.0,0.808907,0.372082923
DHODH,3463.0,0.371608285,21.0,0.292936,-0.025020936
DHPS,121.0,0.474111752,121.0,-0.643801,-0.124388794
DHX15,459.0,0.379133957,168.0,-0.205533,0.027033956
DHX34,591.0,0.384465978,349.0,0.546995,0.116368368
DHX58,357.0,0.440330409,223.0,1.25893,0.222413778
DIABLO,719.0,0.425893605,1182.0,0.439236,-0.063966049
DMAP1,63.0,0.471306,301.0,0.727035,0.29426514
DMXL2,1274.0,0.389901613,225.0,0.681235,0.286706737
DNAJA4,1736.0,0.398301408,169.0,-0.55229,-0.238817995
DNAJC14,1509.0,0.37755465,204.0,-0.57505,-0.213728977
DNAJC19,1326.0,0.403482491,259.0,-0.076022,-0.172018289
DNAJC25,1212.0,0.430964931,56.0,0.01723,-0.001790547
DNAJC8,969.0,0.416719859,33.0,0.070831,-0.342717223
DNM1,1255.0,0.393835111,116.0,-0.934728,0.336427432
DNTTIP2,3564.0,0.408096853,58.0,0.756391,0.098888437
DOCK11,3681.0,0.373818855,63.0,0.116147,0.111695864
DOCK2,524.0,0.446250827,52.0,0.192022,-0.088791285
DOK2,438.0,0.384043737,481.0,0.619635,0.139509972
DPCD,197.0,0.459155016,389.0,-1.444474,-0.311710691
DPF2,2501.0,0.393394442,133.0,0.520384,-0.253170631
DPH1,1310.0,0.448716064,341.0,-0.66853,0.10393966
DPH5,784.0,0.413363166,165.0,-0.056288,-0.089638642
DPY30,562.0,0.438431353,279.0,1.289113,0.55232848
DPYSL2,2472.0,0.430530829,431.0,0.326284,-0.025986632
DRAP1,142.0,0.432809908,245.0,0.46496,0.351265603
DRG1,4594.0,0.444150091,131.0,0.794755,0.288383255
DSN1,5330.0,0.392894937,373.0,0.329126,-0.17836029
DSTN,2786.0,0.375776803,438.0,-0.410765,0.054969536
DTL,2265.0,0.372315747,921.0,1.024023,0.235240002
DTX3L,3456.0,0.408848169,89.0,1.171186,0.52843352
DUSP12,374.0,0.419884133,34.0,0.255106,0.025466698
DUT,1937.0,0.36471409,109.0,-0.141564,-0.071836051
DYNLT1,514.0,0.420362019,78.0,-0.332061,0.184625635
EBAG9,1437.0,0.39438748,402.0,0.674338,-0.397984572
ECH1,191.0,0.389477111,85.0,-1.344656,-0.31617009
ECHDC2,2269.0,0.400166641,752.0,-0.14299,-0.377652841
ECM1,322.0,0.43792189,199.0,-2.021838,-0.552343993
EDEM2,76.0,0.379021051,100.0,-0.218696,0.209409929
EEA1,5374.0,0.405861636,265.0,0.235035,0.111170971
EEF1A2,286.0,0.417272363,329.0,-4.718976,-1.377872717
EFTUD2,1331.0,0.444646836,398.0,0.62447,0.116809531
EHD1,3363.0,0.446314898,447.0,0.796914,0.479517618
EIF2AK2,8063.0,0.394727306,557.0,1.844555,0.520428802
EIF2B3,1058.0,0.383118637,239.0,1.062868,0.260373292
EIF3F,5840.0,0.435728237,33.0,0.255661,0.206313336
EIF3L,1718.0,0.380710116,245.0,-0.07598,0.112967914
EIF4A3,1120.0,0.381528282,222.0,0.24321,0.055951163
ELAVL1,4910.0,0.437605432,167.0,0.729301,0.24039514
EMG1,248.0,0.433768095,143.0,-0.638158,-0.069939314
EMILIN2,2605.0,0.379592019,159.0,0.213168,0.100952109
ENDOD1,7728.0,0.376426787,118.0,0.238149,-0.060883014
ENOSF1,2904.0,0.382279782,622.0,-1.219287,-1.065002253
ENY2,2576.0,0.41756619,146.0,0.814771,-0.027462616
EPSTI1,2106.0,0.391777705,469.0,1.88545,0.913327296
ERCC1,2342.0,0.45058755,188.0,-0.692594,-0.0040129
ERCC6L,4809.0,0.354829683,623.0,1.686732,0.556487401
ERH,415.0,0.383837906,71.0,-0.038837,-0.109306123
ERLIN1,2041.0,0.444737514,478.0,0.177126,-0.040400178
ERP29,1277.0,0.401191178,118.0,0.19195,0.261415587
ETV6,4356.0,0.398240844,274.0,0.264896,-0.001035015
EXOC4,1232.0,0.388187525,35.0,-0.097581,-0.061937085
EXOC8,6907.0,0.436106501,127.0,-0.486185,-0.15377443
EXOSC1,536.0,0.430105347,451.0,-0.147685,0.429164864
EXOSC2,3902.0,0.431273517,32.0,0.023243,0.291637951
F8A1,571.0,0.46317284,15.0,-0.629143,0.139540636
FAAH,2043.0,0.384592892,82.0,-0.688842,-0.557159452
FAF1,4425.0,0.401181969,453.0,1.67972,0.591336738
FAM122A,4542.0,0.40477622,33.0,0.208106,-0.302970524
FAM168A,6285.0,0.395008865,285.0,-1.236355,-0.04885304
FAM177A1,2165.0,0.411149627,459.0,-0.367723,0.034932192
FAM192A,1824.0,0.379195199,1475.0,-0.623556,-0.003462647
FAM20B,4428.0,0.4357945,293.0,-0.030146,-0.09173819
FAM32A,1091.0,0.408676074,42.0,0.492195,0.253101924
FAM50A,286.0,0.482889735,110.0,-0.281568,-0.202899426
FBP1,248.0,0.397353747,331.0,-3.241481,-1.452147021
FBXL20,9338.0,0.383104745,254.0,-1.132109,-0.774594046
FBXO4,526.0,0.393825218,58.0,-0.086401,-0.186010209
FBXO6,503.0,0.42307306,166.0,0.716377,0.15192931
FCER1G,305.0,0.4202976,25.0,0.506056,-0.203679384
FCGRT,309.0,0.433069976,486.0,-0.55608,-0.256734594
FDPS,72.0,0.456397562,392.0,-0.269888,-0.184560383
FDXR,596.0,0.384661194,188.0,-1.143908,-0.857800132
FEN1,1340.0,0.407867196,413.0,1.488853,0.335294839
FERMT3,399.0,0.435119014,149.0,0.557572,0.259370845
FGD2,907.0,0.441856308,171.0,0.558998,0.17575412
FGFR1OP2,1663.0,0.396595515,353.0,-0.572899,-0.136325898
FGL2,3460.0,0.40966218,40.0,0.255699,0.272044238
FKBP1A,1132.0,0.428443098,174.0,-0.280284,0.055492576
FKBPL,24.0,0.377510344,270.0,0.306384,0.163639225
FLOT1,422.0,0.472159534,339.0,0.123842,-0.260478663
FN3K,442.0,0.389857108,61.0,-1.28978,-0.790748299
FN3KRP,3667.0,0.380720834,50.0,-0.468752,-0.419922593
FOXJ3,3176.0,0.401878681,312.0,-0.025475,-0.026747409
FOXK2,3108.0,0.440496276,171.0,0.775212,0.100805447
FOXRED1,443.0,0.438630908,167.0,-0.753026,-0.23380897
FSCN1,1184.0,0.396100853,132.0,-0.127566,0.00295813
FTH1,530.0,0.425357612,235.0,0.114119,0.210955809
FTL,1031.0,0.428438948,199.0,-0.292794,0.265528617
FTSJ1,638.0,0.457521275,569.0,0.180411,0.146729758
FTSJ3,698.0,0.388239396,646.0,-0.275462,-0.312008135
FXN,6365.0,0.40465004,220.0,0.429716,-0.239189311
GABARAPL2,564.0,0.431291441,136.0,0.492164,0.736756546
GABPB1,1320.0,0.423118524,469.0,0.098649,0.153778139
GALK1,292.0,0.455574511,63.0,-0.423286,-0.304601616
GANAB,989.0,0.425909644,1027.0,0.227,0.19064266
GAS6,315.0,0.393865445,183.0,1.605002,1.253392716
GAS7,6619.0,0.423630168,311.0,0.075223,0.213991748
GBE1,708.0,0.404013874,283.0,-0.078333,0.025494929
GBP1,1735.0,0.42614962,220.0,3.536226,1.04334429
GBP2,5058.0,0.440134196,314.0,1.529245,0.3531589
GBP4,4106.0,0.42983554,116.0,2.580817,0.974121011
GBP5,1753.0,0.421901204,537.0,2.752177,0.278317149
GCH1,2011.0,0.419329122,161.0,0.894758,0.28311227
GFOD2,622.0,0.396604754,295.0,-0.439714,-0.183520992
GGA2,5408.0,0.377812588,83.0,0.576358,-0.108959558
GGCX,5211.0,0.417836117,106.0,-0.37387,-0.20943593
GIGYF1,2212.0,0.443456438,1210.0,0.365174,0.243291536
GINS3,1415.0,0.387351931,208.0,0.493383,-0.008265844
GLA,1699.0,0.378726947,110.0,-0.370372,-0.365547191
GLE1,1357.0,0.383457083,114.0,-0.384829,0.080584771
GLRX,1188.0,0.430296645,211.0,-0.027435,-0.248102659
GLRX3,3557.0,0.41418463,539.0,0.063928,-0.047834304
GLUD1,1558.0,0.392454008,1132.0,-2.912569,-0.965894605
GLYR1,2033.0,0.39940414,57.0,0.24591,0.11089178
GMEB1,4582.0,0.43446142,142.0,-0.509546,-0.136653053
GMPPA,198.0,0.434966364,375.0,-0.064677,-0.208170438
GMPR,3984.0,0.435743929,114.0,-0.379351,-0.161547181
GMPR2,464.0,0.453637396,704.0,-1.354742,-0.88152117
GNG7,3803.0,0.398730372,237.0,1.1257,0.764863318
GNPDA1,1360.0,0.395964134,67.0,0.476315,-0.17956882
GOLGA2,1243.0,0.401070546,13.0,-0.729666,0.058123885
GON4L,926.0,0.418089888,175.0,-0.388639,-0.11194305
GOSR1,5968.0,0.408103421,237.0,-0.614861,-0.331946857
GOSR2,3258.0,0.374298057,541.0,0.408937,-0.015816431
GOT2,1054.0,0.444803236,129.0,-0.750645,-0.781395572
GPS2,97.0,0.431122181,76.0,-0.080576,-0.290220623
GPSM2,4697.0,0.401967226,496.0,2.138625,0.45533086
GPX7,626.0,0.395840774,39.0,1.260676,0.762928437
GRAMD1A,299.0,0.411657297,748.0,0.04598,-0.266703436
GRB2,2292.0,0.4413596,358.0,-0.068103,0.075595007
GSTM4,2467.0,0.390909061,314.0,-1.376247,-0.692456703
GTF2A2,1070.0,0.420716795,404.0,0.745903,0.049020379
GTF2E2,604.0,0.365750105,273.0,0.146727,-0.377131375
GTF3C2,932.0,0.372227001,397.0,1.967744,0.310005449
GTPBP1,2894.0,0.424954603,154.0,0.610502,0.195246918
GTPBP3,1032.0,0.436547413,95.0,0.684137,-0.144904371
GTSE1,680.0,0.368527868,212.0,2.187243,-0.047208397
GTSF1,222.0,0.36097632,86.0,2.431748,0.016640488
HADH,818.0,0.383558671,219.0,0.89419,0.482741744
HADHA,615.0,0.383558671,130.0,-0.3112,-0.215371823
HAUS5,3319.0,0.378752573,51.0,1.162569,0.441945672
HAUS8,346.0,0.37535995,111.0,1.314407,0.456460226
HCCS,1274.0,0.398607648,275.0,0.675309,0.264207786
HCK,337.0,0.440224323,364.0,0.814385,0.129957624
HDAC1,591.0,0.390040122,63.0,-0.227925,0.069796624
HDDC3,763.0,0.387287166,29.0,-1.073408,-0.41167696
HDGF,1342.0,0.465394593,322.0,0.233541,-0.297099281
HDLBP,2343.0,0.397687311,375.0,-0.491425,0.072140654
HEATR3,1385.0,0.384091545,883.0,0.189592,0.216471785
HEBP2,9119.0,0.359416339,297.0,0.393554,-0.180919475
HECA,3704.0,0.443714129,285.0,0.85857,0.274992347
HECTD3,3914.0,0.446742268,98.0,0.788405,0.192442026
HERC2,726.0,0.429958504,109.0,-0.845599,-0.203070745
HERC5,379.0,0.393838904,153.0,2.241601,0.473458168
HERC6,651.0,0.398146132,183.0,1.760883,-0.477230822
HIP1,4874.0,0.430847644,52.0,-0.625613,0.090550813
HLA-A,4150.0,0.424443523,84.0,0.723515,-1.1738034
HLA-C,420.0,0.421684519,65.0,0.637357,-0.33963395
HLA-DRA,409.0,0.420807891,109.0,0.496884,0.020319387
HLA-E,1459.0,0.413523771,126.0,0.638163,0.06546035
HLA-F,121.0,0.407256461,124.0,1.869726,0.779453441
HMBOX1,3560.0,0.369177113,482.0,-1.459849,0.399785692
HMBS,266.0,0.451934812,299.0,0.884739,0.25878675
HMGB2,3775.0,0.450826504,193.0,1.576932,0.269300741
HMGCS1,3661.0,0.374424323,345.0,0.571468,0.139015827
HMOX1,616.0,0.436401717,107.0,0.860535,0.380328022
HNRNPA0,7504.0,0.386421138,284.0,-0.554734,-0.30348369
HNRNPD,1688.0,0.420386111,318.0,1.102716,0.459881477
HNRNPL,1102.0,0.449817015,176.0,0.388008,0.015409819
HNRNPU,4156.0,0.432126199,218.0,0.078058,-0.057904412
HNRNPUL1,2135.0,0.394022965,339.0,0.68095,-0.07615803
HNRNPUL2,2674.0,0.436897081,229.0,0.230702,0.150125318
HSBP1,3274.0,0.4454546,174.0,0.872797,0.384397752
HSD11B1,4482.0,0.426649415,154.0,0.833625,0.889913029
HSD17B7,398.0,0.431983247,99.0,-0.47761,-0.257795421
HSP90AB1,313.0,0.39509298,251.0,0.577102,0.220668091
HSPA4L,7877.0,0.413794867,342.0,2.293308,1.021061851
HSPB11,107.0,0.34538245,284.0,1.315748,0.396967619
HTRA2,571.0,0.421976635,602.0,-0.137843,-0.066652484
HTT,3901.0,0.373695076,145.0,-0.119065,0.055444455
HUS1,2068.0,0.374612864,131.0,0.512574,0.007433687
HYI,310.0,0.378597605,196.0,0.521423,-0.307854765
HYOU1,1409.0,0.403839016,234.0,1.247223,0.557478548
ICAM1,1537.0,0.426062071,319.0,1.742739,1.040093305
IER3IP1,3342.0,0.438740024,97.0,0.965175,-0.228041839
IFI16,254.0,0.415211655,290.0,-0.317864,-0.080609833
IFI30,213.0,0.431523306,62.0,0.574655,-0.299702329
IFI35,160.0,0.418462024,223.0,0.093104,0.420956396
IFI44,267.0,0.403888008,124.0,1.392431,0.682449608
IFI44L,5058.0,0.403608012,200.0,0.734192,0.797256953
IFIH1,121.0,0.412344512,377.0,2.379716,0.668586924
IFIT1,2775.0,0.411248073,495.0,-0.780374,-0.066286046
IFIT2,1901.0,0.420797646,175.0,-0.577209,-0.156487877
